Guest_ID,Guest_Name,Hotel_Name,City,Room_Type,Nights_Stayed,Room_Rate,Food_Bill,Rating,Booking_Source,CheckIn_Date,Total_Bill
1060,Sneha Patil,Royal Inn,Delhi,Standard,7,6016,3076.0,3.2,Walk-in,2025-10-29,45188.0
1061,Rohan Kulkarni,Elite Suites,Hyderabad,Deluxe,1,4837,443.0,4.8,Agoda,2025-05-01,5280.0
1062,Anjali Gupta,Grand Stay,Hyderabad,Standard,1,8000,7519.0,4.7,Goibibo,2025-03-29,15519.0
1063,Amit Singh,City Palace,Chennai,Suite,7,9034,754.0,3.4,Agoda,2025-08-05,63992.0
1064,Anjali Joshi,Ocean View,Delhi,Standard,6,9309,3604.0,2.7,,2025-03-02,59458.0
1065,Amit Patil,Grand Stay,Pune,Executive,4,6239,7831.0,4.7,Booking.com,2025-10-29,32787.0
1066,Amit Gupta,Royal Inn,Bangalore,Deluxe,6,6428,4735.0,4.7,Walk-in,2025-06-28,43303.0
1067,Amit Patil,Elite Suites,Chennai,Executive,5,11611,2171.0,4.6,MakeMyTrip,2025-07-09,60226.0
1068,Karan Sharma,Elite Suites,Bangalore,Deluxe,1,6150,2705.0,4.6,Booking.com,2025-06-12,8855.0
1069,Rohan Kulkarni,Ocean View,Hyderabad,Suite,1,11522,5396.0,3.7,Booking.com,2025-03-22,16918.0
1070,Rohan Rao,Elite Suites,Chennai,Deluxe,4,3446,6965.0,2.9,MakeMyTrip,2025-06-19,20749.0
1071,Vikas Kulkarni,Elite Suites,Chennai,Standard,1,11632,3465.0,3.7,Agoda,2025-10-28,15097.0
1072,Priya Sharma,Grand Stay,Mumbai,Standard,5,8468,2711.0,3.7,Agoda,2025-07-15,45051.0
1073,Amit Kulkarni,City Palace,Hyderabad,Suite,5,7790,2407.0,3.7,Agoda,2025-07-22,41357.0
1074,Rohan Patil,Ocean View,Hyderabad,Deluxe,5,6175,622.0,3.8,Walk-in,2025-02-16,31497.0
1075,Pooja Gupta,Grand Stay,Delhi,Suite,2,7080,5588.0,3.1,Booking.com,2025-06-07,19748.0
1076,Pooja Joshi,City Palace,Chennai,Standard,5,2864,6104.0,3.4,Goibibo,2025-07-13,20424.0
1077,Karan Kulkarni,Grand Stay,Hyderabad,Executive,5,8860,5747.0,3.6,MakeMyTrip,2025-10-06,50047.0
1078,Rohan Gupta,Comfort Hub,Chennai,Suite,2,10663,1723.0,2.8,Booking.com,2025-11-13,23049.0
1079,Pooja Gupta,Grand Stay,Delhi,Executive,6,8217,7224.0,3.6,Agoda,2025-09-26,56526.0
1080,Rohan Rao,Elite Suites,Delhi,Executive,3,7672,3322.0,4.5,MakeMyTrip,2025-07-18,26338.0
1081,Amit Joshi,City Palace,Mumbai,Deluxe,1,3502,1919.0,4.6,Goibibo,2025-08-12,5421.0
1082,Sneha Sharma,Ocean View,Chennai,Suite,5,6684,918.0,3.5,Booking.com,2025-09-20,34338.0
1083,Vikas Gupta,Ocean View,Hyderabad,Executive,1,3410,5269.0,3.8,Booking.com,2025-06-15,8679.0
1084,Neha Singh,City Palace,Hyderabad,Executive,4,5770,6595.0,2.6,Walk-in,2025-06-29,29675.0
1085,Pooja Joshi,Elite Suites,Chennai,Deluxe,1,6659,5281.0,4.2,Booking.com,2025-07-11,11940.0
1086,Priya Kulkarni,Royal Inn,Chennai,Deluxe,7,6001,4215.0,,Booking.com,2025-08-04,46222.0
1087,Vikas Kulkarni,Grand Stay,Chennai,Standard,6,5483,581.0,3.6,Goibibo,2025-10-11,33479.0
1088,Rahul Patil,Elite Suites,Pune,Executive,2,6562,6043.0,4.7,Goibibo,2025-12-18,19167.0
1089,Vikas Rao,Comfort Hub,Hyderabad,Standard,1,2598,7518.0,3.7,MakeMyTrip,2025-04-17,10116.0
1090,Vikas Singh,City Palace,Delhi,Executive,1,11183,6242.0,2.6,Agoda,2025-04-08,17425.0
1091,Vikas Rao,Grand Stay,Hyderabad,Standard,1,5041,5286.0,3.1,Goibibo,2025-08-18,10327.0
1092,Rohan Joshi,Ocean View,Pune,Deluxe,3,10160,3881.0,3.7,MakeMyTrip,2025-09-14,34361.0
1093,Anjali Rao,Royal Inn,Chennai,Suite,3,8391,1686.0,3.6,Booking.com,2025-02-12,26859.0
1094,Vikas Joshi,Comfort Hub,Mumbai,Deluxe,4,9287,3909.0,4.7,MakeMyTrip,2025-08-30,41057.0
1095,Karan Patil,Ocean View,Chennai,Standard,2,2066,1999.0,3.9,MakeMyTrip,2025-02-11,6131.0
1096,Amit Sharma,City Palace,Chennai,Standard,1,10123,6657.0,4.2,MakeMyTrip,2025-04-05,16780.0
1097,Anjali Kulkarni,Grand Stay,Pune,Suite,1,4750,2711.0,3.7,MakeMyTrip,2025-09-11,7461.0
1098,Neha Verma,City Palace,Hyderabad,Executive,1,10661,400.0,3.6,Goibibo,2025-07-07,11061.0
1099,Anjali Patil,Grand Stay,Chennai,Standard,1,11916,6508.0,3.6,Agoda,2025-11-03,18424.0
1100,Pooja Patil,Elite Suites,Hyderabad,Standard,3,8806,3648.0,3.5,,2025-06-16,30066.0
1101,Rahul Sharma,Royal Inn,Bangalore,Standard,6,8429,5445.0,3.8,Walk-in,2025-09-28,56019.0
1102,Pooja Singh,Elite Suites,Delhi,Suite,6,10123,2628.0,3.1,Booking.com,2025-05-05,63366.0
1103,Rohan Sharma,Elite Suites,Hyderabad,Deluxe,4,3631,1656.0,4.7,Booking.com,2025-06-10,16180.0
1104,Amit Patil,City Palace,Mumbai,Standard,7,8452,620.0,3.3,Booking.com,2025-03-28,59784.0
1105,Karan Patil,Royal Inn,Delhi,Suite,5,2774,6971.0,2.9,Booking.com,2025-11-05,20841.0
1106,Anjali Patil,Grand Stay,Mumbai,Standard,2,8107,246.0,2.7,Booking.com,2025-08-14,16460.0
1107,Rahul Sharma,Grand Stay,Chennai,Executive,6,9804,6577.0,2.5,MakeMyTrip,2025-05-25,65401.0
1108,Sneha Singh,Comfort Hub,Delhi,Suite,7,11678,5212.0,3.6,Agoda,2025-12-11,86958.0
1109,Neha Kulkarni,Ocean View,Hyderabad,Standard,1,6019,3339.0,3.0,Walk-in,2025-09-05,9358.0
1110,Karan Verma,Comfort Hub,Delhi,Suite,6,2929,6758.0,2.6,Goibibo,2025-12-28,24332.0
1111,Rahul Patil,Comfort Hub,Chennai,Standard,4,5012,7086.0,3.8,Walk-in,2025-01-06,27134.0
1112,Amit Joshi,Grand Stay,Pune,Deluxe,5,7024,3010.0,4.2,Goibibo,2025-01-31,38130.0
1113,Sneha Gupta,City Palace,Mumbai,Standard,6,8264,4719.0,2.7,Goibibo,2025-07-16,54303.0
1114,Priya Verma,Elite Suites,Chennai,Suite,4,9973,2368.0,3.7,Walk-in,2025-08-20,42260.0
1115,Neha Verma,Elite Suites,Pune,Executive,3,11697,3994.0,4.4,MakeMyTrip,2025-10-23,39085.0
1116,Rohan Singh,Elite Suites,Delhi,Executive,5,6729,1839.0,5.0,Booking.com,2025-11-21,35484.0
1117,Rohan Rao,Royal Inn,Delhi,Executive,4,9961,2903.0,4.2,MakeMyTrip,2025-05-15,42747.0
1118,Anjali Rao,Grand Stay,Chennai,Standard,7,4819,6205.0,3.1,Booking.com,2025-01-13,39938.0
1119,Rahul Kulkarni,City Palace,Hyderabad,Deluxe,6,8655,4395.0,4.3,Agoda,2025-01-04,56325.0
1120,Neha Verma,Royal Inn,Delhi,Standard,3,3184,4498.0,4.0,Goibibo,2025-06-27,14050.0
1121,Karan Singh,Ocean View,Hyderabad,Executive,7,10480,7098.0,3.0,Walk-in,2025-08-22,80458.0
1122,Sneha Joshi,City Palace,Hyderabad,Suite,4,8343,5767.0,4.6,Agoda,2025-09-16,39139.0
1123,Neha Rao,Comfort Hub,Hyderabad,Executive,4,2527,7734.0,3.6,Booking.com,2025-05-20,17842.0
1124,Rahul Patil,City Palace,Bangalore,Suite,7,2916,3691.0,4.9,MakeMyTrip,2025-03-06,24103.0
1125,Neha Verma,City Palace,Pune,Deluxe,6,11900,7470.0,4.3,Walk-in,2025-10-10,78870.0
1126,Amit Singh,Elite Suites,Pune,Suite,5,5574,3841.0,4.1,Goibibo,2025-12-29,31711.0
1127,Pooja Rao,City Palace,Delhi,Standard,3,5319,4348.0,4.3,Agoda,2025-11-02,20305.0
1128,Priya Rao,Comfort Hub,Delhi,Standard,1,3406,5853.0,3.7,Goibibo,2025-07-24,9259.0
1129,Amit Singh,Comfort Hub,Hyderabad,Standard,2,3241,6621.0,3.8,Booking.com,2025-01-17,13103.0
1130,Rohan Singh,Grand Stay,Bangalore,Suite,5,7206,1392.0,4.6,Goibibo,2025-07-19,37422.0
1131,Vikas Patil,City Palace,Hyderabad,Standard,3,9249,3750.0,4.2,MakeMyTrip,2025-02-01,31497.0
1132,Anjali Verma,Elite Suites,Bangalore,Standard,7,5133,6060.0,4.7,Agoda,2025-07-31,41991.0
1133,Rohan Sharma,City Palace,Hyderabad,Standard,4,2798,4255.0,4.7,Agoda,2025-09-30,15447.0
1134,Anjali Patil,Ocean View,Mumbai,Deluxe,7,3523,3008.0,4.9,MakeMyTrip,2025-10-17,27669.0
1135,Vikas Patil,Ocean View,Mumbai,Suite,3,9209,,4.3,Goibibo,2025-10-18,34960.0
1136,Sneha Kulkarni,Elite Suites,Chennai,Suite,7,6928,4300.0,3.8,MakeMyTrip,2025-08-22,52796.0
1137,Priya Rao,Grand Stay,Hyderabad,Executive,7,4888,3338.0,2.9,,2025-07-01,37554.0
1138,Rohan Singh,Grand Stay,Delhi,Suite,2,4690,5257.0,4.3,MakeMyTrip,2025-05-26,14637.0
1139,Priya Verma,Comfort Hub,Pune,Deluxe,6,6091,5487.0,,Goibibo,2025-02-19,42033.0
1140,Vikas Singh,Comfort Hub,Chennai,Suite,2,9282,3514.0,3.2,MakeMyTrip,2025-04-13,22078.0
1141,Rahul Sharma,Royal Inn,Delhi,Deluxe,1,11433,4953.0,3.1,Booking.com,2025-02-02,16386.0
1142,Rahul Verma,Elite Suites,Mumbai,Deluxe,1,8249,759.0,,MakeMyTrip,2025-03-30,9008.0
1143,Karan Gupta,City Palace,Hyderabad,Suite,2,2690,5686.0,4.7,MakeMyTrip,2025-12-07,11066.0
1144,Rohan Patil,Elite Suites,Chennai,Executive,5,10719,2768.0,4.1,,2025-11-11,56363.0
1145,Vikas Rao,Royal Inn,Hyderabad,Standard,5,3495,3088.0,3.7,Walk-in,2025-08-29,20563.0
1146,Amit Verma,Comfort Hub,Mumbai,Standard,7,2892,2115.0,4.2,Walk-in,2025-09-23,22359.0
1147,Amit Singh,Elite Suites,Chennai,Suite,7,10578,4228.0,4.0,Goibibo,2025-08-11,78274.0
1148,Anjali Joshi,Elite Suites,Mumbai,Suite,4,11441,1723.0,3.5,Goibibo,2025-08-24,47487.0
1149,Anjali Patil,Comfort Hub,Bangalore,Deluxe,1,7873,2966.0,3.4,Goibibo,2025-06-02,10839.0
1150,Anjali Singh,Royal Inn,Mumbai,Suite,4,6503,429.0,3.5,Booking.com,2025-02-26,26441.0
1151,Rahul Verma,Comfort Hub,Hyderabad,Deluxe,1,2897,2355.0,4.0,Agoda,2025-11-18,5252.0
1152,Pooja Joshi,Grand Stay,Pune,Executive,2,2710,6793.0,4.1,MakeMyTrip,2025-04-22,12213.0
1153,Anjali Singh,City Palace,Mumbai,Suite,5,5695,5293.0,3.6,Goibibo,2025-01-15,33768.0
1154,Amit Verma,Comfort Hub,Delhi,Standard,7,4686,2459.0,4.9,Goibibo,2025-09-26,35261.0
1155,Vikas Rao,Royal Inn,Pune,Standard,5,9188,4192.0,2.7,Goibibo,2025-04-24,50132.0
1156,Vikas Gupta,Ocean View,Bangalore,Suite,2,7778,5802.0,3.4,Walk-in,2025-09-09,21358.0
1157,Sneha Verma,Grand Stay,Chennai,Deluxe,4,9768,5273.0,3.5,Goibibo,2025-05-22,44345.0
1158,Sneha Sharma,Ocean View,Chennai,Standard,4,7013,1718.0,2.5,MakeMyTrip,2025-04-24,29770.0
1159,Neha Rao,Comfort Hub,Pune,Deluxe,3,6512,1265.0,3.4,Goibibo,2025-10-17,20801.0
1160,Vikas Singh,Grand Stay,Chennai,Suite,7,2415,5423.0,3.2,MakeMyTrip,2025-12-23,22328.0
1161,Rahul Singh,City Palace,Mumbai,Suite,7,11663,1308.0,3.8,Booking.com,2025-01-25,82949.0
1162,Rahul Joshi,Comfort Hub,Pune,Standard,7,6180,1050.0,3.3,Agoda,2025-11-06,44310.0
1163,Karan Verma,City Palace,Hyderabad,Suite,1,6262,3473.0,4.3,Walk-in,2025-09-12,9735.0
1164,Pooja Verma,Elite Suites,Mumbai,Executive,4,4515,5479.0,3.8,MakeMyTrip,2025-09-25,23539.0
1165,Anjali Kulkarni,Ocean View,Mumbai,Executive,2,11287,7227.0,2.8,Booking.com,2025-05-06,29801.0
1166,Amit Patil,Grand Stay,Mumbai,Standard,4,11001,2249.0,4.4,Agoda,2025-09-07,46253.0
1167,Rahul Verma,City Palace,Hyderabad,Executive,5,7640,2809.0,2.7,Agoda,2025-10-14,41009.0
1168,Amit Joshi,Royal Inn,Bangalore,Deluxe,1,8616,2921.0,4.6,Agoda,2025-11-30,11537.0
1169,Rohan Joshi,City Palace,Delhi,Standard,7,2992,4676.0,4.8,MakeMyTrip,2025-02-22,25620.0
1170,Neha Joshi,Royal Inn,Chennai,Standard,6,11473,4041.0,3.3,Booking.com,2025-02-12,72879.0
1171,Amit Joshi,Comfort Hub,Pune,Deluxe,3,6370,2417.0,4.8,Goibibo,2025-06-15,21527.0
1172,Anjali Rao,Grand Stay,Bangalore,Executive,1,3773,532.0,4.5,Booking.com,2025-02-11,4305.0
1173,Sneha Gupta,City Palace,Pune,Executive,5,5561,5271.0,4.8,Booking.com,2025-06-25,33076.0
1174,Rahul Singh,City Palace,Chennai,Executive,7,5816,5221.0,4.2,Booking.com,2025-03-08,45933.0
1175,Rahul Gupta,Grand Stay,Hyderabad,Standard,5,8633,898.0,3.1,MakeMyTrip,2025-03-07,44063.0
1176,Amit Singh,City Palace,Mumbai,Standard,5,3756,2654.0,4.7,MakeMyTrip,2025-03-24,21434.0
1177,Amit Verma,Royal Inn,Mumbai,Executive,7,4373,1469.0,3.0,MakeMyTrip,2025-12-16,32080.0
1178,Rahul Verma,City Palace,Hyderabad,Suite,5,4576,2920.0,3.0,Booking.com,2025-04-15,25800.0
1179,Rahul Singh,Ocean View,Bangalore,Executive,2,11083,1252.0,3.2,MakeMyTrip,2025-10-14,23418.0
1180,Karan Joshi,Comfort Hub,Bangalore,Deluxe,3,6184,7292.0,3.3,Agoda,2025-07-05,25844.0
1181,Amit Singh,Elite Suites,Pune,Standard,6,10899,769.0,3.8,MakeMyTrip,2025-10-11,66163.0
1182,Vikas Gupta,Royal Inn,Hyderabad,Deluxe,5,4397,833.0,4.3,Walk-in,2025-01-04,22818.0
1183,Anjali Gupta,Ocean View,Bangalore,Deluxe,5,7969,,4.8,MakeMyTrip,2025-05-18,46987.0
1184,Rahul Joshi,Comfort Hub,Hyderabad,Standard,4,6535,6000.0,2.7,MakeMyTrip,2025-06-28,32140.0
1185,Karan Kulkarni,Grand Stay,Chennai,Suite,3,8883,7081.0,4.9,MakeMyTrip,2025-08-25,33730.0
1186,Amit Singh,Royal Inn,Mumbai,Executive,1,10127,6379.0,4.8,MakeMyTrip,2025-01-18,16506.0
1187,Rahul Singh,Elite Suites,Mumbai,Deluxe,3,11168,2209.0,2.6,Walk-in,2025-10-30,35713.0
1188,Karan Verma,Comfort Hub,Mumbai,Standard,3,2734,4649.0,3.4,Goibibo,2025-01-09,12851.0
1189,Rohan Patil,Elite Suites,Hyderabad,Deluxe,7,2632,,4.5,MakeMyTrip,2025-01-29,25355.0
1190,Amit Verma,Grand Stay,Hyderabad,Executive,7,6268,3424.0,4.0,Agoda,2025-05-24,47300.0
1191,Sneha Patil,Grand Stay,Pune,Suite,7,6099,1091.0,4.4,Walk-in,2025-12-14,43784.0
1192,Priya Kulkarni,Royal Inn,Mumbai,Suite,6,4901,1196.0,4.3,Goibibo,2025-05-29,30602.0
1193,Neha Sharma,City Palace,Pune,Suite,3,3663,3914.0,3.7,MakeMyTrip,2025-03-05,14903.0
1194,Amit Verma,Grand Stay,Mumbai,Standard,6,7591,1660.0,2.6,Goibibo,2025-07-06,47206.0
1195,Anjali Sharma,Comfort Hub,Pune,Standard,5,5872,7849.0,4.0,Agoda,2025-08-15,37209.0
1196,Neha Kulkarni,City Palace,Pune,Suite,7,3054,4654.0,2.6,Walk-in,2025-04-28,26032.0
1197,Sneha Kulkarni,Ocean View,Chennai,Executive,5,10572,260.0,4.0,Walk-in,2025-12-22,53120.0
1198,Priya Sharma,Elite Suites,Pune,Executive,7,5082,2264.0,4.5,Goibibo,2025-09-11,37838.0
1199,Priya Patil,City Palace,Hyderabad,Standard,2,10007,5936.0,4.0,MakeMyTrip,2025-01-31,25950.0
1200,Anjali Patil,Elite Suites,Pune,Suite,6,11784,5243.0,5.0,Booking.com,2025-06-10,75947.0
1201,Vikas Rao,City Palace,Mumbai,Executive,6,6261,4900.0,3.6,Walk-in,2025-08-03,42466.0
1202,Neha Verma,Ocean View,Pune,Executive,1,4389,1185.0,4.4,Booking.com,2025-06-18,5574.0
1203,Rohan Gupta,Grand Stay,Bangalore,Executive,4,5553,6344.0,4.2,Walk-in,2025-03-22,28556.0
1204,Priya Kulkarni,Ocean View,Delhi,Standard,3,7138,7621.0,5.0,MakeMyTrip,2025-02-15,29035.0
1205,Priya Rao,Grand Stay,Mumbai,Suite,1,11399,2449.0,4.3,MakeMyTrip,2025-02-18,13848.0
1206,Sneha Patil,Grand Stay,Bangalore,Deluxe,6,2544,3533.0,2.9,Walk-in,2025-10-25,18797.0
1207,Anjali Gupta,Elite Suites,Mumbai,Suite,1,5663,4370.0,4.9,Goibibo,2025-10-10,10033.0
1208,Priya Kulkarni,Comfort Hub,Hyderabad,Suite,2,4239,4301.0,4.2,MakeMyTrip,2025-03-29,12779.0
1209,Vikas Singh,Ocean View,Delhi,Standard,4,5773,7207.0,2.6,MakeMyTrip,2025-05-01,30299.0
1210,Pooja Patil,City Palace,Delhi,Executive,6,4627,3344.0,4.1,Agoda,2025-01-03,31106.0
1211,Anjali Verma,Ocean View,Hyderabad,Executive,6,8618,5819.0,4.7,MakeMyTrip,2025-11-12,57527.0
1212,Amit Kulkarni,Elite Suites,Delhi,Standard,3,8780,866.0,3.9,Agoda,2025-08-15,27206.0
1213,Sneha Sharma,Grand Stay,Hyderabad,Standard,7,10015,92.0,3.4,MakeMyTrip,2025-03-20,70197.0
1214,Rohan Kulkarni,Elite Suites,Bangalore,Standard,4,5130,5161.0,4.6,MakeMyTrip,2025-05-25,25681.0
1215,Neha Rao,Royal Inn,Chennai,Standard,2,2096,7632.0,4.5,Goibibo,2025-08-30,11824.0
1216,Vikas Sharma,Royal Inn,Mumbai,Standard,5,5858,6522.0,3.9,Goibibo,2025-02-01,35812.0
1217,Neha Sharma,City Palace,Hyderabad,Deluxe,1,4708,3178.0,2.9,MakeMyTrip,2025-09-20,7886.0
1218,Priya Joshi,Elite Suites,Mumbai,Suite,3,7397,1351.0,3.1,,2025-07-30,23542.0
1219,Rahul Singh,City Palace,Bangalore,Suite,6,8152,6208.0,4.3,Walk-in,2025-03-12,55120.0
1220,Priya Joshi,City Palace,Chennai,Suite,5,2456,364.0,4.5,MakeMyTrip,2025-07-16,12644.0
1221,Neha Rao,Royal Inn,Bangalore,Executive,2,7914,4916.0,3.2,Walk-in,2025-02-27,20744.0
1222,Karan Patil,City Palace,Delhi,Deluxe,4,6368,5603.0,3.4,MakeMyTrip,2025-04-22,31075.0
1223,Anjali Gupta,Royal Inn,Mumbai,Suite,1,6088,3718.0,2.7,Goibibo,2025-02-17,9806.0
1224,Karan Kulkarni,Grand Stay,Chennai,Executive,3,11223,6125.0,4.3,,2025-07-04,39794.0
1225,Pooja Joshi,Elite Suites,Delhi,Deluxe,6,10399,,2.5,Agoda,2025-11-23,64318.0
1226,Pooja Joshi,City Palace,Chennai,Deluxe,6,3937,3095.0,2.6,Walk-in,2025-06-14,26717.0
1227,Amit Kulkarni,Royal Inn,Delhi,Executive,5,3146,6683.0,2.5,Walk-in,2025-08-03,22413.0
1228,Anjali Singh,Ocean View,Bangalore,Deluxe,5,7152,5181.0,4.1,Goibibo,2025-11-27,40941.0
1229,Sneha Singh,City Palace,Hyderabad,Executive,1,6299,2538.0,3.5,Walk-in,2025-11-26,8837.0
1230,Priya Joshi,Comfort Hub,Mumbai,Suite,4,10118,1296.0,3.2,MakeMyTrip,2025-05-01,41768.0
