Customer_ID,Customer_Name,City,Email,Phone,Purchase_Amount,Customer_Segment,Join_Date
10071,Rahul Sharma,belgaum,USER@GMAIL.COM,9876543210,,retial,
10072,Akshay Kumar,belgaum, test@mail.com ,98765-43210,5000 ,SMB,
10073,pooja patil,Belgaum,USER@GMAIL.COM,98765-43210,,Corporate,15/01/2024
10074,Akshay Kumar,pune,,9123456780,5000,corporate,2024-01-15
10075,Akshay Kumar,pune,USER@GMAIL.COM,,5000,Corporate,2024-01-15
10076,rahul sharma, MUMBAI ,USER@GMAIL.COM,98765-43210,five thousand,retial,15/01/2024
10077,Rahul Sharma,Bengaluru,,,5000 ,corporate,
10078,Rahul Sharma,Pune,,98765-43210,5000 ,Retail,
10079,Pooja Patil,Mumbai, test@mail.com ,,,corporate,15/01/2024
10080,Pooja Patil,Pune, test@mail.com ,98765-43210,,Retail,
10081,Rahul  Sharma,Bengaluru,USER@GMAIL.COM,98765-43210,2500,SMB,2024-01-15
10082,Pooja Patil,Mumbai,user@gmail.com,98765-43210,2500,corporate,15/01/2024
10083,Rahul Sharma,pune,,,2500,corporate,Jan 15 2024
10084,Rahul  Sharma,Bengaluru, test@mail.com ,98765-43210,5000,Retail,
10085,Rahul Sharma,belgaum,user@gmail.com,,2500,Retail,2024-01-15
10086,Rahul Sharma,Pune,USER@GMAIL.COM,9876543210,5000 ,retial,15/01/2024
10087,rahul sharma,Belgaum,user@gmail.com,9123456780,,Corporate,Jan 15 2024
10088,rahul sharma,mumbai,USER@GMAIL.COM,,1000,SMB,2024-01-15
10089,Rahul  Sharma,Bengaluru,,9123456780,1000,SMB,15/01/2024
10090,Rahul Sharma,pune,user@gmail.com,9876543210,5000,SMB,
10091,Akshay Kumar,Bangalore,user@gmail.com,,1000,corporate,
10092,Rahul Sharma,Bengaluru, test@mail.com ,98765-43210,five thousand,retial,
10093,rahul sharma,belgaum, test@mail.com ,98765-43210,,corporate,Jan 15 2024
10094,Rahul  Sharma,Pune,user@gmail.com,,,retial,
10095,pooja patil,Bengaluru, test@mail.com ,9876543210,,Corporate,15/01/2024
10096,Pooja Patil,Pune, test@mail.com ,,5000,Corporate,Jan 15 2024
10097,pooja patil,Mumbai,USER@GMAIL.COM,9876543210,2500,corporate,
10098,pooja patil,Pune,,98765-43210,,Retail,2024-01-15
10099,Rahul  Sharma,Pune,,9123456780,5000,SMB,Jan 15 2024
10100,Pooja Patil,belgaum, test@mail.com ,98765-43210,five thousand,SMB,Jan 15 2024
10101,Rahul  Sharma,Belgaum, test@mail.com ,,5000,retial,2024-01-15
10102,Akshay Kumar,Pune, test@mail.com ,9876543210,five thousand,SMB,15/01/2024
10103,rahul sharma,Pune,,,five thousand,SMB,Jan 15 2024
10104,Rahul Sharma,Pune, test@mail.com ,9123456780,5000,retial,Jan 15 2024
10105,Rahul Sharma,belgaum,USER@GMAIL.COM,,1000,Retail,Jan 15 2024
10106,Akshay Kumar, MUMBAI ,,9876543210,1000,SMB,Jan 15 2024
10107,Pooja Patil,Belgaum,,,2500,Retail,Jan 15 2024
10108,Pooja Patil,mumbai,user@gmail.com,98765-43210,,Retail,2024-01-15
10109,rahul sharma, MUMBAI , test@mail.com ,9876543210,2500,Retail,
10110,pooja patil,Pune,,98765-43210,,Corporate,
10111,Rahul  Sharma,Mumbai,user@gmail.com,9123456780,five thousand,retial,Jan 15 2024
10112,Akshay Kumar,mumbai,USER@GMAIL.COM,9123456780,2500,SMB,2024-01-15
10113,rahul sharma,Mumbai,,98765-43210,five thousand,SMB,
10114,Rahul  Sharma,Mumbai,USER@GMAIL.COM,,five thousand,Corporate,
10115,Rahul Sharma,Pune, test@mail.com ,9123456780,,Retail,15/01/2024
10116,Akshay Kumar, MUMBAI , test@mail.com ,9123456780,1000,Retail,15/01/2024
10117,Rahul  Sharma,pune,,9876543210,,Corporate,
10118,Rahul  Sharma,belgaum,,98765-43210,1000,SMB,2024-01-15
10119,Pooja Patil,Bangalore, test@mail.com ,9876543210,1000,retial,2024-01-15
10119,Akshay Kumar,pune,user@gmail.com,9123456780,,SMB,
10121,Rahul  Sharma, MUMBAI ,,98765-43210,1000,corporate,Jan 15 2024
10122,Pooja Patil,Bangalore, test@mail.com ,9876543210,2500,Corporate,
10123,Akshay Kumar,Belgaum, test@mail.com ,98765-43210,5000 ,Retail,
10124,Rahul Sharma,Bangalore, test@mail.com ,,1000,corporate,2024-01-15
10125,Akshay Kumar,belgaum,,98765-43210,1000,retial,Jan 15 2024
10126,pooja patil,Belgaum,,9876543210,2500,Corporate,15/01/2024
10127,Rahul  Sharma,Belgaum,,9876543210,1000,SMB,15/01/2024
10128,Akshay Kumar, MUMBAI , test@mail.com ,9876543210,5000 ,corporate,2024-01-15
10129,rahul sharma,mumbai,,9876543210,five thousand,retial,
10130,Akshay Kumar,pune, test@mail.com ,98765-43210,,corporate,15/01/2024
10131,Pooja Patil,belgaum,USER@GMAIL.COM,98765-43210,2500,SMB,15/01/2024
10132,Rahul Sharma,pune,,,5000 ,Corporate,2024-01-15
10133,Rahul  Sharma,pune,,9123456780,,SMB,
10134,Rahul  Sharma,Bangalore,,98765-43210,5000,retial,15/01/2024
10135,pooja patil,Bengaluru,USER@GMAIL.COM,98765-43210,1000,Corporate,
10136,Akshay Kumar,Bengaluru,,9123456780,,Retail,15/01/2024
10137,pooja patil,Bangalore,user@gmail.com,98765-43210,1000,SMB,
10138,Rahul Sharma, MUMBAI ,,9123456780,1000,corporate,Jan 15 2024
10139,Rahul  Sharma,Bengaluru,user@gmail.com,,five thousand,SMB,
10140,Rahul  Sharma,Belgaum,user@gmail.com,9876543210,2500,Corporate,15/01/2024
10141,Akshay Kumar,mumbai,,9876543210,five thousand,Retail,
10142,rahul sharma,pune,user@gmail.com,9876543210,5000,Retail,Jan 15 2024
10143,Rahul  Sharma,Bangalore,,9123456780,2500,SMB,
10144,pooja patil, MUMBAI ,USER@GMAIL.COM,9123456780,1000,SMB,
10145,pooja patil,Pune,,9123456780,2500,corporate,Jan 15 2024
10146,Pooja Patil,pune,user@gmail.com,98765-43210,5000,SMB,15/01/2024
10147,Rahul Sharma,Belgaum, test@mail.com ,,five thousand,corporate,Jan 15 2024
10148,Pooja Patil,pune,USER@GMAIL.COM,98765-43210,,Retail,15/01/2024
10149,Pooja Patil,Bangalore, test@mail.com ,,1000,corporate,Jan 15 2024
10150,Rahul Sharma,Mumbai,,,2500,SMB,Jan 15 2024
10151,rahul sharma,Pune, test@mail.com ,9123456780,five thousand,Retail,2024-01-15
10152,Rahul  Sharma,Belgaum,user@gmail.com,,five thousand,retial,2024-01-15
10153,Rahul  Sharma,Bangalore,,9123456780,2500,retial,Jan 15 2024
10154,pooja patil,belgaum, test@mail.com ,9123456780,5000,corporate,Jan 15 2024
10155,Akshay Kumar,Bangalore,user@gmail.com,98765-43210,1000,retial,15/01/2024
10156,Akshay Kumar,Bengaluru, test@mail.com ,9876543210,,Retail,Jan 15 2024
10157,pooja patil,mumbai,,,five thousand,Corporate,
10158,Akshay Kumar,Bangalore,user@gmail.com,9123456780,,Retail,Jan 15 2024
10159,pooja patil,Pune,user@gmail.com,98765-43210,five thousand,Corporate,
10160,Rahul Sharma, MUMBAI ,user@gmail.com,9876543210,5000,corporate,2024-01-15
10161,Rahul Sharma,Pune,USER@GMAIL.COM,98765-43210,,Corporate,
10162,pooja patil, MUMBAI ,,9876543210,,SMB,
10163,Rahul  Sharma,Mumbai, test@mail.com ,9123456780,,corporate,15/01/2024
10164,Rahul  Sharma,mumbai, test@mail.com ,,1000,corporate,Jan 15 2024
10165,rahul sharma,mumbai,,9876543210,five thousand,retial,2024-01-15
10166,Rahul Sharma,Bangalore,USER@GMAIL.COM,9123456780,5000 ,retial,2024-01-15
10167,pooja patil,Pune,USER@GMAIL.COM,9123456780,5000,retial,2024-01-15
10168,Rahul  Sharma, MUMBAI ,USER@GMAIL.COM,,2500,Retail,2024-01-15
10169,rahul sharma,Mumbai, test@mail.com ,9123456780,5000 ,Corporate,2024-01-15
10170,rahul sharma,pune,user@gmail.com,9123456780,five thousand,corporate,2024-01-15
10171,Akshay Kumar,mumbai,,98765-43210,5000,SMB,2024-01-15
10172,Pooja Patil,belgaum,USER@GMAIL.COM,9876543210,five thousand,SMB,Jan 15 2024
10173,Pooja Patil,Mumbai,user@gmail.com,98765-43210,,corporate,2024-01-15
10174,Pooja Patil,Belgaum,user@gmail.com,9876543210,5000,SMB,15/01/2024
10175,Rahul Sharma, MUMBAI , test@mail.com ,,,SMB,Jan 15 2024
10176,Pooja Patil,belgaum,,9876543210,five thousand,Retail,15/01/2024
10177,Pooja Patil,Belgaum,USER@GMAIL.COM,98765-43210,5000,corporate,
10178,Pooja Patil,mumbai, test@mail.com ,98765-43210,5000,Corporate,Jan 15 2024
10179,rahul sharma,Belgaum,user@gmail.com,9876543210,1000,Retail,
10180,Rahul Sharma,Bangalore,USER@GMAIL.COM,9876543210,5000 ,SMB,Jan 15 2024
10181,Akshay Kumar,mumbai,,,five thousand,corporate,2024-01-15
10182,Rahul  Sharma,pune, test@mail.com ,9876543210,5000 ,SMB,15/01/2024
10183,rahul sharma,Belgaum,USER@GMAIL.COM,9876543210,5000,SMB,Jan 15 2024
10184,Rahul Sharma,pune,USER@GMAIL.COM,98765-43210,5000 ,SMB,2024-01-15
10185,pooja patil,pune,user@gmail.com,9123456780,5000,Corporate,Jan 15 2024
10186,Rahul  Sharma,Mumbai,USER@GMAIL.COM,9123456780,5000 ,corporate,2024-01-15
10187,rahul sharma,Mumbai,user@gmail.com,9123456780,,corporate,
10188,Rahul  Sharma, MUMBAI , test@mail.com ,,five thousand,Corporate,2024-01-15
10189,Rahul Sharma, MUMBAI ,USER@GMAIL.COM,9876543210,five thousand,Retail,Jan 15 2024
10190,Pooja Patil,Bengaluru,,98765-43210,,Corporate,15/01/2024
10191,pooja patil,mumbai, test@mail.com ,98765-43210,1000,Corporate,
10192,pooja patil,pune,user@gmail.com,9123456780,,SMB,2024-01-15
10193,Rahul Sharma,Pune, test@mail.com ,9123456780,2500,Corporate,Jan 15 2024
10194,Rahul  Sharma,mumbai,user@gmail.com,98765-43210,five thousand,corporate,15/01/2024
10195,rahul sharma,Bengaluru,USER@GMAIL.COM,,1000,corporate,2024-01-15
10196,Pooja Patil,Mumbai,,9876543210,5000,SMB,
10197,pooja patil,Bengaluru,,,1000,corporate,2024-01-15
10198,Rahul  Sharma, MUMBAI ,,,1000,corporate,2024-01-15
10199,rahul sharma,Bengaluru,,9876543210,,Corporate,Jan 15 2024
10200,rahul sharma,Bangalore,USER@GMAIL.COM,9876543210,5000 ,Retail,15/01/2024
10201,Rahul  Sharma,Bangalore,USER@GMAIL.COM,9123456780,1000,retial,Jan 15 2024
10202,rahul sharma, MUMBAI ,USER@GMAIL.COM,9876543210,2500,corporate,
10203,pooja patil,Belgaum, test@mail.com ,,2500,corporate,2024-01-15
10204,Pooja Patil,Belgaum, test@mail.com ,,5000 ,Retail,Jan 15 2024
10205,pooja patil,mumbai, test@mail.com ,98765-43210,,Retail,2024-01-15
10206,Rahul  Sharma,pune,user@gmail.com,9876543210,5000 ,SMB,
10207,Pooja Patil,belgaum,user@gmail.com,98765-43210,5000 ,retial,Jan 15 2024
10208,pooja patil,Belgaum,USER@GMAIL.COM,9876543210,,Retail,Jan 15 2024
10209,Akshay Kumar,mumbai,USER@GMAIL.COM,9876543210,2500,corporate,
10210,pooja patil,belgaum,USER@GMAIL.COM,,5000,Corporate,
10211,Pooja Patil,Bangalore,user@gmail.com,,1000,Corporate,2024-01-15
10212,pooja patil,Bengaluru, test@mail.com ,,five thousand,SMB,15/01/2024
10213,Rahul  Sharma,mumbai,USER@GMAIL.COM,,5000,corporate,15/01/2024
10214,pooja patil,mumbai, test@mail.com ,98765-43210,five thousand,Corporate,15/01/2024
10215,Akshay Kumar,belgaum,user@gmail.com,98765-43210,5000 ,Corporate,2024-01-15
10216,Rahul  Sharma,pune,USER@GMAIL.COM,9123456780,5000,corporate,15/01/2024
10217,rahul sharma, MUMBAI ,USER@GMAIL.COM,9876543210,5000,Retail,2024-01-15
10218,Akshay Kumar,Bangalore,USER@GMAIL.COM,98765-43210,2500,retial,15/01/2024
10219,Akshay Kumar, MUMBAI ,,9876543210,,Corporate,15/01/2024
10220,Pooja Patil,pune,,9123456780,5000 ,retial,Jan 15 2024
10221,Pooja Patil,Pune, test@mail.com ,98765-43210,,Corporate,
10222,pooja patil,belgaum,,9123456780,2500,SMB,15/01/2024
10223,Rahul  Sharma,Mumbai,,,5000 ,Retail,2024-01-15
10224,Rahul  Sharma,mumbai,USER@GMAIL.COM,,,SMB,15/01/2024
10225,Pooja Patil,mumbai,USER@GMAIL.COM,98765-43210,5000,Retail,
10226,Rahul Sharma,Bengaluru, test@mail.com ,9123456780,,Retail,Jan 15 2024
10227,rahul sharma,Mumbai, test@mail.com ,9876543210,five thousand,Corporate,15/01/2024
10228,rahul sharma,Mumbai, test@mail.com ,98765-43210,five thousand,retial,
10229,Pooja Patil,Mumbai,user@gmail.com,9876543210,5000,retial,15/01/2024
10230,pooja patil,belgaum,,9876543210,5000,retial,Jan 15 2024
10231,Rahul Sharma,Mumbai,USER@GMAIL.COM,98765-43210,five thousand,SMB,
10232,Rahul Sharma,mumbai,,9876543210,five thousand,SMB,15/01/2024
10233,Akshay Kumar, MUMBAI , test@mail.com ,98765-43210,1000,SMB,Jan 15 2024
10234,rahul sharma,Bengaluru,USER@GMAIL.COM,9876543210,5000 ,Corporate,2024-01-15
10235,pooja patil,belgaum,user@gmail.com,98765-43210,,Retail,
10236,Rahul  Sharma,pune,user@gmail.com,,1000,Corporate,15/01/2024
10237,Akshay Kumar,mumbai, test@mail.com ,9123456780,1000,Corporate,Jan 15 2024
10238,Akshay Kumar, MUMBAI ,,98765-43210,five thousand,retial,15/01/2024
10239,Rahul Sharma,Belgaum,user@gmail.com,,2500,Retail,15/01/2024
10239,Rahul Sharma,Bangalore, test@mail.com ,98765-43210,5000 ,corporate,Jan 15 2024
10241,Rahul Sharma,Pune, test@mail.com ,,1000,Corporate,Jan 15 2024
10242,Rahul Sharma,Bangalore,,98765-43210,five thousand,corporate,
10243,Rahul  Sharma, MUMBAI ,,98765-43210,5000,SMB,Jan 15 2024
10244,Rahul Sharma,Bengaluru,user@gmail.com,98765-43210,5000 ,retial,Jan 15 2024
10245,Rahul  Sharma,mumbai,user@gmail.com,,five thousand,Corporate,Jan 15 2024
10246,Pooja Patil,Bengaluru,USER@GMAIL.COM,98765-43210,5000,corporate,2024-01-15
10247,Akshay Kumar,Bangalore,,,five thousand,Retail,2024-01-15
10248,Akshay Kumar,Bengaluru, test@mail.com ,9123456780,1000,retial,
10249,Rahul Sharma, MUMBAI ,user@gmail.com,9123456780,five thousand,Corporate,Jan 15 2024
10250,Pooja Patil,Mumbai,USER@GMAIL.COM,98765-43210,5000,Corporate,
10251,Rahul Sharma, MUMBAI , test@mail.com ,98765-43210,5000,Corporate,15/01/2024
10252,Rahul Sharma,Mumbai,USER@GMAIL.COM,98765-43210,5000 ,corporate,2024-01-15
10253,Rahul  Sharma,pune,,9123456780,5000 ,Corporate,
10254,rahul sharma,mumbai,USER@GMAIL.COM,9876543210,,retial,
10255,Rahul Sharma,Bangalore, test@mail.com ,9876543210,5000 ,SMB,Jan 15 2024
10256,Rahul  Sharma, MUMBAI ,USER@GMAIL.COM,,5000 ,retial,2024-01-15
10257,rahul sharma, MUMBAI ,USER@GMAIL.COM,98765-43210,1000,Corporate,Jan 15 2024
10258,Pooja Patil,belgaum,USER@GMAIL.COM,9876543210,1000,Corporate,
10259,Akshay Kumar,Belgaum,,98765-43210,5000 ,Retail,15/01/2024
10260,Rahul  Sharma,mumbai,,98765-43210,five thousand,SMB,Jan 15 2024
10261,rahul sharma,belgaum,USER@GMAIL.COM,9123456780,,SMB,2024-01-15
10262,Rahul Sharma,belgaum,USER@GMAIL.COM,,2500,retial,Jan 15 2024
10263,Akshay Kumar,Pune, test@mail.com ,,1000,Corporate,15/01/2024
10264,Akshay Kumar,belgaum, test@mail.com ,9123456780,five thousand,Corporate,2024-01-15
10265,pooja patil, MUMBAI ,USER@GMAIL.COM,9123456780,five thousand,SMB,Jan 15 2024
10266,pooja patil,Mumbai,user@gmail.com,9876543210,1000,SMB,Jan 15 2024
10267,Akshay Kumar,Pune,,9876543210,,SMB,Jan 15 2024
10268,Akshay Kumar,pune,,9123456780,five thousand,corporate,Jan 15 2024
10269,Pooja Patil,mumbai,user@gmail.com,9123456780,,corporate,
10270,Pooja Patil,Pune, test@mail.com ,9123456780,5000,Corporate,Jan 15 2024
10271,Pooja Patil, MUMBAI , test@mail.com ,9876543210,5000,retial,
10272,Rahul Sharma,pune,,9123456780,2500,Retail,2024-01-15
10273,Rahul  Sharma,Bengaluru,,9123456780,2500,Corporate,Jan 15 2024
10274,rahul sharma, MUMBAI ,,98765-43210,,Corporate,
10275,Rahul Sharma,mumbai,,98765-43210,2500,retial,Jan 15 2024
10276,Rahul Sharma,Mumbai, test@mail.com ,98765-43210,5000 ,corporate,Jan 15 2024
10277,pooja patil,Mumbai,user@gmail.com,98765-43210,2500,Corporate,Jan 15 2024
10278,Pooja Patil,Bangalore,user@gmail.com,98765-43210,1000,SMB,15/01/2024
10279,Rahul  Sharma,belgaum, test@mail.com ,9876543210,,SMB,
10280,pooja patil,pune,user@gmail.com,9123456780,1000,corporate,Jan 15 2024
10281,Rahul  Sharma,belgaum, test@mail.com ,9123456780,2500,SMB,
10282,pooja patil,Mumbai,user@gmail.com,9876543210,2500,Corporate,
10283,pooja patil,Belgaum,USER@GMAIL.COM,9123456780,5000,SMB,Jan 15 2024
10284,rahul sharma,Bengaluru, test@mail.com ,,5000 ,SMB,
10285,Akshay Kumar,pune,,9876543210,5000,Corporate,2024-01-15
10286,Pooja Patil,pune,user@gmail.com,98765-43210,5000,SMB,15/01/2024
10287,Akshay Kumar,Mumbai,,9123456780,5000 ,SMB,
10288,rahul sharma,Pune,user@gmail.com,9876543210,2500,Retail,
10289,Rahul  Sharma,Bengaluru,USER@GMAIL.COM,98765-43210,five thousand,retial,
10290,pooja patil,Belgaum,user@gmail.com,9123456780,5000 ,retial,Jan 15 2024
10291,Akshay Kumar,Belgaum,,,2500,corporate,Jan 15 2024
10292,pooja patil,Bangalore, test@mail.com ,98765-43210,2500,retial,Jan 15 2024
10293,pooja patil,pune,USER@GMAIL.COM,,5000,retial,
10294,Rahul  Sharma,Belgaum, test@mail.com ,,5000,Retail,
10295,Pooja Patil,Bangalore,USER@GMAIL.COM,,1000,Corporate,2024-01-15
10296,Rahul  Sharma,Belgaum, test@mail.com ,98765-43210,2500,retial,Jan 15 2024
10297,pooja patil,pune,USER@GMAIL.COM,9876543210,5000 ,SMB,15/01/2024
10298,rahul sharma,Mumbai,USER@GMAIL.COM,9123456780,1000,Retail,
10299,Rahul  Sharma,Belgaum,user@gmail.com,9123456780,1000,SMB,15/01/2024
10300,Pooja Patil,Belgaum,,9123456780,5000,Corporate,Jan 15 2024
10301,Akshay Kumar,Mumbai,user@gmail.com,9123456780,5000 ,Retail,15/01/2024
10302,Pooja Patil, MUMBAI ,user@gmail.com,98765-43210,,retial,Jan 15 2024
10303,Rahul Sharma,Mumbai, test@mail.com ,9876543210,5000,Corporate,
10304,Akshay Kumar,belgaum,,9123456780,5000 ,corporate,Jan 15 2024
10305,rahul sharma,mumbai, test@mail.com ,9123456780,five thousand,corporate,Jan 15 2024
10306,Akshay Kumar, MUMBAI ,user@gmail.com,,5000,SMB,15/01/2024
10307,rahul sharma,Bengaluru,,,1000,corporate,2024-01-15
10308,rahul sharma, MUMBAI ,,,2500,Retail,Jan 15 2024
10309,Pooja Patil,Pune,,,5000,Corporate,2024-01-15
10310,Rahul  Sharma,Bangalore,USER@GMAIL.COM,9876543210,five thousand,Retail,
10311,Rahul  Sharma, MUMBAI ,,,five thousand,Retail,Jan 15 2024
10312,Rahul  Sharma,Pune,USER@GMAIL.COM,9123456780,,retial,
10313,Akshay Kumar,Bangalore,,98765-43210,5000 ,retial,15/01/2024
10314,Akshay Kumar,mumbai,,,1000,SMB,2024-01-15
10315,Rahul Sharma,belgaum,USER@GMAIL.COM,9123456780,2500,Corporate,
10316,Rahul Sharma,Pune,,9876543210,5000 ,corporate,2024-01-15
10317,Pooja Patil, MUMBAI ,,98765-43210,5000 ,Retail,
10318,Akshay Kumar,pune,user@gmail.com,98765-43210,5000,Retail,15/01/2024
10319,pooja patil,mumbai,user@gmail.com,98765-43210,5000,Retail,2024-01-15
10320,Rahul Sharma,Belgaum,user@gmail.com,,,retial,15/01/2024
10321,Akshay Kumar,Bengaluru, test@mail.com ,98765-43210,,corporate,
10322,Rahul Sharma,belgaum,USER@GMAIL.COM,,1000,retial,
10323,pooja patil, MUMBAI ,USER@GMAIL.COM,9876543210,1000,Corporate,
10324,Akshay Kumar,belgaum,,98765-43210,2500,retial,
10325,Rahul  Sharma, MUMBAI , test@mail.com ,9123456780,five thousand,Retail,2024-01-15
10326,Akshay Kumar,Bengaluru,user@gmail.com,9123456780,2500,Retail,2024-01-15
10327,pooja patil,Mumbai,,9876543210,2500,Retail,
10328,Pooja Patil,Pune,USER@GMAIL.COM,9876543210,2500,SMB,Jan 15 2024
10329,rahul sharma,Bangalore, test@mail.com ,9123456780,5000,retial,15/01/2024
10330,Pooja Patil,pune, test@mail.com ,9876543210,5000 ,SMB,15/01/2024
10331,Akshay Kumar,Bengaluru,,9876543210,5000,corporate,Jan 15 2024
10332,Akshay Kumar,Bengaluru,,9123456780,5000,corporate,15/01/2024
10333,pooja patil,Belgaum,USER@GMAIL.COM,9123456780,5000,retial,
